Navn;Stasjon;Tid(norsk normaltid);Homogenisert middeltemperatur (mnd)
Svalbard Lufthavn;SN99840;01.1940;-10,1
Svalbard Lufthavn;SN99840;02.1940;-16,1
Svalbard Lufthavn;SN99840;03.1940;-17,4
Svalbard Lufthavn;SN99840;04.1940;-15,2
Svalbard Lufthavn;SN99840;05.1940;-1,5
Svalbard Lufthavn;SN99840;06.1940;2,8
Svalbard Lufthavn;SN99840;07.1940;5,6
Svalbard Lufthavn;SN99840;08.1940;4
Svalbard Lufthavn;SN99840;09.1940;3
Svalbard Lufthavn;SN99840;10.1940;-4,2
Svalbard Lufthavn;SN99840;11.1940;-8
Svalbard Lufthavn;SN99840;12.1940;-10
Svalbard Lufthavn;SN99840;01.1941;-17,9
Svalbard Lufthavn;SN99840;02.1941;-16,2
Svalbard Lufthavn;SN99840;03.1941;-15,9
Svalbard Lufthavn;SN99840;04.1941;-14,7
Svalbard Lufthavn;SN99840;05.1941;-6
Svalbard Lufthavn;SN99840;06.1941;1,7
Svalbard Lufthavn;SN99840;07.1941;6,2
Svalbard Lufthavn;SN99840;08.1941;4,3
Svalbard Lufthavn;SN99840;09.1941;0,4
Svalbard Lufthavn;SN99840;10.1941;-6,8
Svalbard Lufthavn;SN99840;11.1941;-5,7
Svalbard Lufthavn;SN99840;12.1941;-10,9
Svalbard Lufthavn;SN99840;01.1942;-8,3
Svalbard Lufthavn;SN99840;02.1942;-14,2
Svalbard Lufthavn;SN99840;03.1942;-21
Svalbard Lufthavn;SN99840;04.1942;-16
Svalbard Lufthavn;SN99840;05.1942;-6,1
Svalbard Lufthavn;SN99840;06.1942;1,4
Svalbard Lufthavn;SN99840;07.1942;5,9
Svalbard Lufthavn;SN99840;08.1942;5,5
Svalbard Lufthavn;SN99840;09.1942;-0,1
Svalbard Lufthavn;SN99840;10.1942;-5,2
Svalbard Lufthavn;SN99840;11.1942;-9,9
Svalbard Lufthavn;SN99840;12.1942;-15,2
Svalbard Lufthavn;SN99840;01.1943;-17,1
Svalbard Lufthavn;SN99840;02.1943;-20,2
Svalbard Lufthavn;SN99840;03.1943;-19,9
Svalbard Lufthavn;SN99840;04.1943;-17,2
Svalbard Lufthavn;SN99840;05.1943;-5,6
Svalbard Lufthavn;SN99840;06.1943;2,4
Svalbard Lufthavn;SN99840;07.1943;5,9
Svalbard Lufthavn;SN99840;08.1943;4,3
Svalbard Lufthavn;SN99840;09.1943;0,4
Svalbard Lufthavn;SN99840;10.1943;-5,4
Svalbard Lufthavn;SN99840;11.1943;-10,7
Svalbard Lufthavn;SN99840;12.1943;-9,3
Svalbard Lufthavn;SN99840;01.1944;-14,3
Svalbard Lufthavn;SN99840;02.1944;-14,8
Svalbard Lufthavn;SN99840;03.1944;-11,7
Svalbard Lufthavn;SN99840;04.1944;-16,7
Svalbard Lufthavn;SN99840;05.1944;-3,5
Svalbard Lufthavn;SN99840;06.1944;2,7
Svalbard Lufthavn;SN99840;07.1944;5,7
Svalbard Lufthavn;SN99840;08.1944;4,7
Svalbard Lufthavn;SN99840;09.1944;1,5
Svalbard Lufthavn;SN99840;10.1944;-4,1
Svalbard Lufthavn;SN99840;11.1944;-9,1
Svalbard Lufthavn;SN99840;12.1944;-5,2
Svalbard Lufthavn;SN99840;01.1945;-16,8
Svalbard Lufthavn;SN99840;02.1945;-9,8
Svalbard Lufthavn;SN99840;03.1945;-15,2
Svalbard Lufthavn;SN99840;04.1945;-12,5
Svalbard Lufthavn;SN99840;05.1945;-6,2
Svalbard Lufthavn;SN99840;06.1945;2,1
Svalbard Lufthavn;SN99840;07.1945;5,9
Svalbard Lufthavn;SN99840;08.1945;5
Svalbard Lufthavn;SN99840;09.1945;0,7
Svalbard Lufthavn;SN99840;10.1945;-6,1
Svalbard Lufthavn;SN99840;11.1945;-12,4
Svalbard Lufthavn;SN99840;12.1945;-11
Svalbard Lufthavn;SN99840;01.1946;-12,9
Svalbard Lufthavn;SN99840;02.1946;-15,3
Svalbard Lufthavn;SN99840;03.1946;-16,1
Svalbard Lufthavn;SN99840;04.1946;-11,5
Svalbard Lufthavn;SN99840;05.1946;-5,6
Svalbard Lufthavn;SN99840;06.1946;1,4
Svalbard Lufthavn;SN99840;07.1946;6,1
Svalbard Lufthavn;SN99840;08.1946;5
Svalbard Lufthavn;SN99840;09.1946;1,9
Svalbard Lufthavn;SN99840;10.1946;-6,2
Svalbard Lufthavn;SN99840;11.1946;-11,9
Svalbard Lufthavn;SN99840;12.1946;-7
Svalbard Lufthavn;SN99840;01.1947;-2,8
Svalbard Lufthavn;SN99840;02.1947;-13,8
Svalbard Lufthavn;SN99840;03.1947;-17,9
Svalbard Lufthavn;SN99840;04.1947;-10,4
Svalbard Lufthavn;SN99840;05.1947;-4,1
Svalbard Lufthavn;SN99840;06.1947;2,5
Svalbard Lufthavn;SN99840;07.1947;4,4
Svalbard Lufthavn;SN99840;08.1947;5,1
Svalbard Lufthavn;SN99840;09.1947;0,4
Svalbard Lufthavn;SN99840;10.1947;-4,8
Svalbard Lufthavn;SN99840;11.1947;-10,6
Svalbard Lufthavn;SN99840;12.1947;-13,9
Svalbard Lufthavn;SN99840;01.1948;-20
Svalbard Lufthavn;SN99840;02.1948;-17,1
Svalbard Lufthavn;SN99840;03.1948;-16
Svalbard Lufthavn;SN99840;04.1948;-10,5
Svalbard Lufthavn;SN99840;05.1948;-5,4
Svalbard Lufthavn;SN99840;06.1948;2
Svalbard Lufthavn;SN99840;07.1948;5,9
Svalbard Lufthavn;SN99840;08.1948;3,4
Svalbard Lufthavn;SN99840;09.1948;1,3
Svalbard Lufthavn;SN99840;10.1948;-3,9
Svalbard Lufthavn;SN99840;11.1948;-14,2
Svalbard Lufthavn;SN99840;12.1948;-17,4
Svalbard Lufthavn;SN99840;01.1949;-19,2
Svalbard Lufthavn;SN99840;02.1949;-8,3
Svalbard Lufthavn;SN99840;03.1949;-9,6
Svalbard Lufthavn;SN99840;04.1949;-13,2
Svalbard Lufthavn;SN99840;05.1949;-4,6
Svalbard Lufthavn;SN99840;06.1949;2
Svalbard Lufthavn;SN99840;07.1949;4,6
Svalbard Lufthavn;SN99840;08.1949;3,8
Svalbard Lufthavn;SN99840;09.1949;-0,7
Svalbard Lufthavn;SN99840;10.1949;-8,8
Svalbard Lufthavn;SN99840;11.1949;-5,5
Svalbard Lufthavn;SN99840;12.1949;-5,1
Svalbard Lufthavn;SN99840;01.1950;-7,7
Svalbard Lufthavn;SN99840;02.1950;-11,8
Svalbard Lufthavn;SN99840;03.1950;-9,7
Svalbard Lufthavn;SN99840;04.1950;-7,1
Svalbard Lufthavn;SN99840;05.1950;-3,9
Svalbard Lufthavn;SN99840;06.1950;1,9
Svalbard Lufthavn;SN99840;07.1950;6,6
Svalbard Lufthavn;SN99840;08.1950;5,5
Svalbard Lufthavn;SN99840;09.1950;2,1
Svalbard Lufthavn;SN99840;10.1950;-1
Svalbard Lufthavn;SN99840;11.1950;-4,2
Svalbard Lufthavn;SN99840;12.1950;-14
Svalbard Lufthavn;SN99840;01.1951;-16,3
Svalbard Lufthavn;SN99840;02.1951;-8,7
Svalbard Lufthavn;SN99840;03.1951;-16,7
Svalbard Lufthavn;SN99840;04.1951;-13,5
Svalbard Lufthavn;SN99840;05.1951;-4,5
Svalbard Lufthavn;SN99840;06.1951;2
Svalbard Lufthavn;SN99840;07.1951;6
Svalbard Lufthavn;SN99840;08.1951;5,5
Svalbard Lufthavn;SN99840;09.1951;0
Svalbard Lufthavn;SN99840;10.1951;-4,7
Svalbard Lufthavn;SN99840;11.1951;-15,1
Svalbard Lufthavn;SN99840;12.1951;-15,3
Svalbard Lufthavn;SN99840;01.1952;-15,1
Svalbard Lufthavn;SN99840;02.1952;-19
Svalbard Lufthavn;SN99840;03.1952;-19
Svalbard Lufthavn;SN99840;04.1952;-11,7
Svalbard Lufthavn;SN99840;05.1952;-4,3
Svalbard Lufthavn;SN99840;06.1952;4,6
Svalbard Lufthavn;SN99840;07.1952;6,4
Svalbard Lufthavn;SN99840;08.1952;3,6
Svalbard Lufthavn;SN99840;09.1952;0,5
Svalbard Lufthavn;SN99840;10.1952;-4,4
Svalbard Lufthavn;SN99840;11.1952;-5,6
Svalbard Lufthavn;SN99840;12.1952;-14,1
Svalbard Lufthavn;SN99840;01.1953;-15,3
Svalbard Lufthavn;SN99840;02.1953;-12,3
Svalbard Lufthavn;SN99840;03.1953;-21,2
Svalbard Lufthavn;SN99840;04.1953;-13,2
Svalbard Lufthavn;SN99840;05.1953;-2,9
Svalbard Lufthavn;SN99840;06.1953;4,1
Svalbard Lufthavn;SN99840;07.1953;7,3
Svalbard Lufthavn;SN99840;08.1953;5,8
Svalbard Lufthavn;SN99840;09.1953;0,2
Svalbard Lufthavn;SN99840;10.1953;-0,7
Svalbard Lufthavn;SN99840;11.1953;-1,1
Svalbard Lufthavn;SN99840;12.1953;-5,2
Svalbard Lufthavn;SN99840;01.1954;-9
Svalbard Lufthavn;SN99840;02.1954;-5,8
Svalbard Lufthavn;SN99840;03.1954;-13,2
Svalbard Lufthavn;SN99840;04.1954;-7,7
Svalbard Lufthavn;SN99840;05.1954;-0,8
Svalbard Lufthavn;SN99840;06.1954;3
Svalbard Lufthavn;SN99840;07.1954;5,7
Svalbard Lufthavn;SN99840;08.1954;5,1
Svalbard Lufthavn;SN99840;09.1954;0,1
Svalbard Lufthavn;SN99840;10.1954;-4
Svalbard Lufthavn;SN99840;11.1954;-3,3
Svalbard Lufthavn;SN99840;12.1954;-4,6
Svalbard Lufthavn;SN99840;01.1955;-16,7
Svalbard Lufthavn;SN99840;02.1955;-13,1
Svalbard Lufthavn;SN99840;03.1955;-10,9
Svalbard Lufthavn;SN99840;04.1955;-8,4
Svalbard Lufthavn;SN99840;05.1955;-5,2
Svalbard Lufthavn;SN99840;06.1955;2,3
Svalbard Lufthavn;SN99840;07.1955;4,7
Svalbard Lufthavn;SN99840;08.1955;4,3
Svalbard Lufthavn;SN99840;09.1955;2,5
Svalbard Lufthavn;SN99840;10.1955;-6,2
Svalbard Lufthavn;SN99840;11.1955;-13,1
Svalbard Lufthavn;SN99840;12.1955;-14,8
Svalbard Lufthavn;SN99840;01.1956;-11,3
Svalbard Lufthavn;SN99840;02.1956;-8,7
Svalbard Lufthavn;SN99840;03.1956;-14,7
Svalbard Lufthavn;SN99840;04.1956;-12
Svalbard Lufthavn;SN99840;05.1956;-5
Svalbard Lufthavn;SN99840;06.1956;1,6
Svalbard Lufthavn;SN99840;07.1956;6,3
Svalbard Lufthavn;SN99840;08.1956;5,1
Svalbard Lufthavn;SN99840;09.1956;-0,9
Svalbard Lufthavn;SN99840;10.1956;-4,2
Svalbard Lufthavn;SN99840;11.1956;-3,3
Svalbard Lufthavn;SN99840;12.1956;-4,1
Svalbard Lufthavn;SN99840;01.1957;-9
Svalbard Lufthavn;SN99840;02.1957;-13
Svalbard Lufthavn;SN99840;03.1957;-12,5
Svalbard Lufthavn;SN99840;04.1957;-7,9
Svalbard Lufthavn;SN99840;05.1957;-2,5
Svalbard Lufthavn;SN99840;06.1957;2,3
Svalbard Lufthavn;SN99840;07.1957;6
Svalbard Lufthavn;SN99840;08.1957;5,2
Svalbard Lufthavn;SN99840;09.1957;1,3
Svalbard Lufthavn;SN99840;10.1957;0,5
Svalbard Lufthavn;SN99840;11.1957;-6,6
Svalbard Lufthavn;SN99840;12.1957;-13
Svalbard Lufthavn;SN99840;01.1958;-9
Svalbard Lufthavn;SN99840;02.1958;-13,9
Svalbard Lufthavn;SN99840;03.1958;-16,2
Svalbard Lufthavn;SN99840;04.1958;-11,1
Svalbard Lufthavn;SN99840;05.1958;-2,9
Svalbard Lufthavn;SN99840;06.1958;1,8
Svalbard Lufthavn;SN99840;07.1958;5,5
Svalbard Lufthavn;SN99840;08.1958;4,3
Svalbard Lufthavn;SN99840;09.1958;-0,5
Svalbard Lufthavn;SN99840;10.1958;-4,3
Svalbard Lufthavn;SN99840;11.1958;-8,1
Svalbard Lufthavn;SN99840;12.1958;-12,1
Svalbard Lufthavn;SN99840;01.1959;-19,5
Svalbard Lufthavn;SN99840;02.1959;-15,9
Svalbard Lufthavn;SN99840;03.1959;-16,5
Svalbard Lufthavn;SN99840;04.1959;-9,8
Svalbard Lufthavn;SN99840;05.1959;-2,3
Svalbard Lufthavn;SN99840;06.1959;2,1
Svalbard Lufthavn;SN99840;07.1959;5
Svalbard Lufthavn;SN99840;08.1959;4,5
Svalbard Lufthavn;SN99840;09.1959;0,4
Svalbard Lufthavn;SN99840;10.1959;-1
Svalbard Lufthavn;SN99840;11.1959;-4,1
Svalbard Lufthavn;SN99840;12.1959;-7,2
Svalbard Lufthavn;SN99840;01.1960;-11,9
Svalbard Lufthavn;SN99840;02.1960;-18,8
Svalbard Lufthavn;SN99840;03.1960;-10
Svalbard Lufthavn;SN99840;04.1960;-8,4
Svalbard Lufthavn;SN99840;05.1960;-1,8
Svalbard Lufthavn;SN99840;06.1960;2,1
Svalbard Lufthavn;SN99840;07.1960;6,8
Svalbard Lufthavn;SN99840;08.1960;4,9
Svalbard Lufthavn;SN99840;09.1960;2,9
Svalbard Lufthavn;SN99840;10.1960;-8,8
Svalbard Lufthavn;SN99840;11.1960;-8,2
Svalbard Lufthavn;SN99840;12.1960;-14,4
Svalbard Lufthavn;SN99840;01.1961;-13,3
Svalbard Lufthavn;SN99840;02.1961;-19,2
Svalbard Lufthavn;SN99840;03.1961;-15
Svalbard Lufthavn;SN99840;04.1961;-13,1
Svalbard Lufthavn;SN99840;05.1961;-4,2
Svalbard Lufthavn;SN99840;06.1961;2,9
Svalbard Lufthavn;SN99840;07.1961;6,7
Svalbard Lufthavn;SN99840;08.1961;5,9
Svalbard Lufthavn;SN99840;09.1961;0,6
Svalbard Lufthavn;SN99840;10.1961;-1,3
Svalbard Lufthavn;SN99840;11.1961;-6,9
Svalbard Lufthavn;SN99840;12.1961;-16,2
Svalbard Lufthavn;SN99840;01.1962;-14,8
Svalbard Lufthavn;SN99840;02.1962;-16,7
Svalbard Lufthavn;SN99840;03.1962;-21,8
Svalbard Lufthavn;SN99840;04.1962;-15,3
Svalbard Lufthavn;SN99840;05.1962;-8,3
Svalbard Lufthavn;SN99840;06.1962;1,4
Svalbard Lufthavn;SN99840;07.1962;3,5
Svalbard Lufthavn;SN99840;08.1962;4,1
Svalbard Lufthavn;SN99840;09.1962;-0,2
Svalbard Lufthavn;SN99840;10.1962;-4,3
Svalbard Lufthavn;SN99840;11.1962;-5,9
Svalbard Lufthavn;SN99840;12.1962;-16,6
Svalbard Lufthavn;SN99840;01.1963;-22,2
Svalbard Lufthavn;SN99840;02.1963;-26,4
Svalbard Lufthavn;SN99840;03.1963;-18
Svalbard Lufthavn;SN99840;04.1963;-14,4
Svalbard Lufthavn;SN99840;05.1963;-3,9
Svalbard Lufthavn;SN99840;06.1963;0,9
Svalbard Lufthavn;SN99840;07.1963;4,1
Svalbard Lufthavn;SN99840;08.1963;5,6
Svalbard Lufthavn;SN99840;09.1963;0,2
Svalbard Lufthavn;SN99840;10.1963;-2,5
Svalbard Lufthavn;SN99840;11.1963;-13,7
Svalbard Lufthavn;SN99840;12.1963;-15,7
Svalbard Lufthavn;SN99840;01.1964;-16,3
Svalbard Lufthavn;SN99840;02.1964;-17,8
Svalbard Lufthavn;SN99840;03.1964;-11,8
Svalbard Lufthavn;SN99840;04.1964;-13,5
Svalbard Lufthavn;SN99840;05.1964;-4,7
Svalbard Lufthavn;SN99840;06.1964;0,6
Svalbard Lufthavn;SN99840;07.1964;4,6
Svalbard Lufthavn;SN99840;08.1964;5,1
Svalbard Lufthavn;SN99840;09.1964;0,3
Svalbard Lufthavn;SN99840;10.1964;-4
Svalbard Lufthavn;SN99840;11.1964;-10,1
Svalbard Lufthavn;SN99840;12.1964;-8,2
Svalbard Lufthavn;SN99840;01.1965;-16,3
Svalbard Lufthavn;SN99840;02.1965;-16,1
Svalbard Lufthavn;SN99840;03.1965;-21,4
Svalbard Lufthavn;SN99840;04.1965;-8,7
Svalbard Lufthavn;SN99840;05.1965;-5,2
Svalbard Lufthavn;SN99840;06.1965;2,2
Svalbard Lufthavn;SN99840;07.1965;5,7
Svalbard Lufthavn;SN99840;08.1965;4
Svalbard Lufthavn;SN99840;09.1965;0,3
Svalbard Lufthavn;SN99840;10.1965;-5,9
Svalbard Lufthavn;SN99840;11.1965;-7,2
Svalbard Lufthavn;SN99840;12.1965;-12,7
Svalbard Lufthavn;SN99840;01.1966;-22,1
Svalbard Lufthavn;SN99840;02.1966;-18,5
Svalbard Lufthavn;SN99840;03.1966;-22,5
Svalbard Lufthavn;SN99840;04.1966;-10,5
Svalbard Lufthavn;SN99840;05.1966;-8
Svalbard Lufthavn;SN99840;06.1966;1
Svalbard Lufthavn;SN99840;07.1966;6,6
Svalbard Lufthavn;SN99840;08.1966;4,3
Svalbard Lufthavn;SN99840;09.1966;-2,3
Svalbard Lufthavn;SN99840;10.1966;-10,5
Svalbard Lufthavn;SN99840;11.1966;-11,7
Svalbard Lufthavn;SN99840;12.1966;-5,4
Svalbard Lufthavn;SN99840;01.1967;-22,9
Svalbard Lufthavn;SN99840;02.1967;-17,5
Svalbard Lufthavn;SN99840;03.1967;-14,1
Svalbard Lufthavn;SN99840;04.1967;-10,7
Svalbard Lufthavn;SN99840;05.1967;-4,3
Svalbard Lufthavn;SN99840;06.1967;2
Svalbard Lufthavn;SN99840;07.1967;5,2
Svalbard Lufthavn;SN99840;08.1967;4,1
Svalbard Lufthavn;SN99840;09.1967;0,5
Svalbard Lufthavn;SN99840;10.1967;-7,1
Svalbard Lufthavn;SN99840;11.1967;-8
Svalbard Lufthavn;SN99840;12.1967;-16,3
Svalbard Lufthavn;SN99840;01.1968;-17,7
Svalbard Lufthavn;SN99840;02.1968;-17,2
Svalbard Lufthavn;SN99840;03.1968;-20
Svalbard Lufthavn;SN99840;04.1968;-15,2
Svalbard Lufthavn;SN99840;05.1968;-5,8
Svalbard Lufthavn;SN99840;06.1968;0,7
Svalbard Lufthavn;SN99840;07.1968;4,7
Svalbard Lufthavn;SN99840;08.1968;3,8
Svalbard Lufthavn;SN99840;09.1968;-2
Svalbard Lufthavn;SN99840;10.1968;-14,4
Svalbard Lufthavn;SN99840;11.1968;-16,6
Svalbard Lufthavn;SN99840;12.1968;-21,5
Svalbard Lufthavn;SN99840;01.1969;-15,5
Svalbard Lufthavn;SN99840;02.1969;-18,7
Svalbard Lufthavn;SN99840;03.1969;-22,8
Svalbard Lufthavn;SN99840;04.1969;-17,5
Svalbard Lufthavn;SN99840;05.1969;-4,1
Svalbard Lufthavn;SN99840;06.1969;0,4
Svalbard Lufthavn;SN99840;07.1969;6,5
Svalbard Lufthavn;SN99840;08.1969;4,4
Svalbard Lufthavn;SN99840;09.1969;2,5
Svalbard Lufthavn;SN99840;10.1969;-1,8
Svalbard Lufthavn;SN99840;11.1969;-11,5
Svalbard Lufthavn;SN99840;12.1969;-10,4
Svalbard Lufthavn;SN99840;01.1970;-15,6
Svalbard Lufthavn;SN99840;02.1970;-20,1
Svalbard Lufthavn;SN99840;03.1970;-12,9
Svalbard Lufthavn;SN99840;04.1970;-15,5
Svalbard Lufthavn;SN99840;05.1970;-3,1
Svalbard Lufthavn;SN99840;06.1970;1,8
Svalbard Lufthavn;SN99840;07.1970;5,7
Svalbard Lufthavn;SN99840;08.1970;4
Svalbard Lufthavn;SN99840;09.1970;0,1
Svalbard Lufthavn;SN99840;10.1970;-3,9
Svalbard Lufthavn;SN99840;11.1970;-12,8
Svalbard Lufthavn;SN99840;12.1970;-14,7
Svalbard Lufthavn;SN99840;01.1971;-22,4
Svalbard Lufthavn;SN99840;02.1971;-11,9
Svalbard Lufthavn;SN99840;03.1971;-17,1
Svalbard Lufthavn;SN99840;04.1971;-12,7
Svalbard Lufthavn;SN99840;05.1971;-3,1
Svalbard Lufthavn;SN99840;06.1971;4,2
Svalbard Lufthavn;SN99840;07.1971;5,6
Svalbard Lufthavn;SN99840;08.1971;4,4
Svalbard Lufthavn;SN99840;09.1971;0,3
Svalbard Lufthavn;SN99840;10.1971;-7,9
Svalbard Lufthavn;SN99840;11.1971;-16,9
Svalbard Lufthavn;SN99840;12.1971;-11,2
Svalbard Lufthavn;SN99840;01.1972;-4,1
Svalbard Lufthavn;SN99840;02.1972;-12,5
Svalbard Lufthavn;SN99840;03.1972;-11,6
Svalbard Lufthavn;SN99840;04.1972;-12,4
Svalbard Lufthavn;SN99840;05.1972;-3,3
Svalbard Lufthavn;SN99840;06.1972;4,1
Svalbard Lufthavn;SN99840;07.1972;5,9
Svalbard Lufthavn;SN99840;08.1972;5
Svalbard Lufthavn;SN99840;09.1972;2,1
Svalbard Lufthavn;SN99840;10.1972;-4
Svalbard Lufthavn;SN99840;11.1972;-4,3
Svalbard Lufthavn;SN99840;12.1972;-9,1
Svalbard Lufthavn;SN99840;01.1973;-8,2
Svalbard Lufthavn;SN99840;02.1973;-18,5
Svalbard Lufthavn;SN99840;03.1973;-16,6
Svalbard Lufthavn;SN99840;04.1973;-9,1
Svalbard Lufthavn;SN99840;05.1973;-4,7
Svalbard Lufthavn;SN99840;06.1973;2,5
Svalbard Lufthavn;SN99840;07.1973;5,9
Svalbard Lufthavn;SN99840;08.1973;3,8
Svalbard Lufthavn;SN99840;09.1973;0,3
Svalbard Lufthavn;SN99840;10.1973;-7,6
Svalbard Lufthavn;SN99840;11.1973;-14,8
Svalbard Lufthavn;SN99840;12.1973;-16,1
Svalbard Lufthavn;SN99840;01.1974;-6,7
Svalbard Lufthavn;SN99840;02.1974;-11,1
Svalbard Lufthavn;SN99840;03.1974;-9,1
Svalbard Lufthavn;SN99840;04.1974;-13,1
Svalbard Lufthavn;SN99840;05.1974;-5,4
Svalbard Lufthavn;SN99840;06.1974;2,8
Svalbard Lufthavn;SN99840;07.1974;6,7
Svalbard Lufthavn;SN99840;08.1974;5,5
Svalbard Lufthavn;SN99840;09.1974;0,6
Svalbard Lufthavn;SN99840;10.1974;-3
Svalbard Lufthavn;SN99840;11.1974;-7
Svalbard Lufthavn;SN99840;12.1974;-6,7
Svalbard Lufthavn;SN99840;01.1975;-15,1
Svalbard Lufthavn;SN99840;02.1975;-12,9
Svalbard Lufthavn;SN99840;03.1975;-15,7
Svalbard Lufthavn;SN99840;04.1975;-11,1
Svalbard Lufthavn;SN99840;05.1975;-5,2
Svalbard Lufthavn;SN99840;06.1975;1,4
Svalbard Lufthavn;SN99840;07.1975;5,6
Svalbard Lufthavn;SN99840;08.1975;5,1
Svalbard Lufthavn;SN99840;09.1975;1
Svalbard Lufthavn;SN99840;10.1975;-7,4
Svalbard Lufthavn;SN99840;11.1975;-10,6
Svalbard Lufthavn;SN99840;12.1975;-19,5
Svalbard Lufthavn;SN99840;01.1976;-14,8
Svalbard Lufthavn;SN99840;02.1976;-12,7
Svalbard Lufthavn;SN99840;03.1976;-7,6
Svalbard Lufthavn;SN99840;04.1976;-10,7
Svalbard Lufthavn;SN99840;05.1976;-2,5
Svalbard Lufthavn;SN99840;06.1976;3,1
Svalbard Lufthavn;SN99840;07.1976;5,9
Svalbard Lufthavn;SN99840;08.1976;4,6
Svalbard Lufthavn;SN99840;09.1976;-0,9
Svalbard Lufthavn;SN99840;10.1976;-3,8
Svalbard Lufthavn;SN99840;11.1976;-7,8
Svalbard Lufthavn;SN99840;12.1976;-8
Svalbard Lufthavn;SN99840;01.1977;-11
Svalbard Lufthavn;SN99840;02.1977;-17,8
Svalbard Lufthavn;SN99840;03.1977;-23,3
Svalbard Lufthavn;SN99840;04.1977;-15,8
Svalbard Lufthavn;SN99840;05.1977;-4,7
Svalbard Lufthavn;SN99840;06.1977;1,5
Svalbard Lufthavn;SN99840;07.1977;5,8
Svalbard Lufthavn;SN99840;08.1977;4,9
Svalbard Lufthavn;SN99840;09.1977;0,2
Svalbard Lufthavn;SN99840;10.1977;-4
Svalbard Lufthavn;SN99840;11.1977;-6,9
Svalbard Lufthavn;SN99840;12.1977;-9,5
Svalbard Lufthavn;SN99840;01.1978;-20,7
Svalbard Lufthavn;SN99840;02.1978;-20,4
Svalbard Lufthavn;SN99840;03.1978;-17,5
Svalbard Lufthavn;SN99840;04.1978;-9,8
Svalbard Lufthavn;SN99840;05.1978;-3,8
Svalbard Lufthavn;SN99840;06.1978;1,7
Svalbard Lufthavn;SN99840;07.1978;5,9
Svalbard Lufthavn;SN99840;08.1978;4,9
Svalbard Lufthavn;SN99840;09.1978;-1,8
Svalbard Lufthavn;SN99840;10.1978;-5,8
Svalbard Lufthavn;SN99840;11.1978;-10,9
Svalbard Lufthavn;SN99840;12.1978;-12,4
Svalbard Lufthavn;SN99840;01.1979;-20,5
Svalbard Lufthavn;SN99840;02.1979;-20,5
Svalbard Lufthavn;SN99840;03.1979;-15,8
Svalbard Lufthavn;SN99840;04.1979;-17,3
Svalbard Lufthavn;SN99840;05.1979;-8,1
Svalbard Lufthavn;SN99840;06.1979;-0,6
Svalbard Lufthavn;SN99840;07.1979;7,5
Svalbard Lufthavn;SN99840;08.1979;4,8
Svalbard Lufthavn;SN99840;09.1979;1
Svalbard Lufthavn;SN99840;10.1979;-4,3
Svalbard Lufthavn;SN99840;11.1979;-6,8
Svalbard Lufthavn;SN99840;12.1979;-12,7
Svalbard Lufthavn;SN99840;01.1980;-16,7
Svalbard Lufthavn;SN99840;02.1980;-14,8
Svalbard Lufthavn;SN99840;03.1980;-15,1
Svalbard Lufthavn;SN99840;04.1980;-9,4
Svalbard Lufthavn;SN99840;05.1980;-3,4
Svalbard Lufthavn;SN99840;06.1980;3,4
Svalbard Lufthavn;SN99840;07.1980;5,9
Svalbard Lufthavn;SN99840;08.1980;4,1
Svalbard Lufthavn;SN99840;09.1980;1
Svalbard Lufthavn;SN99840;10.1980;-7,5
Svalbard Lufthavn;SN99840;11.1980;-15,1
Svalbard Lufthavn;SN99840;12.1980;-18,9
Svalbard Lufthavn;SN99840;01.1981;-22
Svalbard Lufthavn;SN99840;02.1981;-12,5
Svalbard Lufthavn;SN99840;03.1981;-19,2
Svalbard Lufthavn;SN99840;04.1981;-12,2
Svalbard Lufthavn;SN99840;05.1981;-5,3
Svalbard Lufthavn;SN99840;06.1981;-0,1
Svalbard Lufthavn;SN99840;07.1981;5,2
